256 455
165 123 110
172 133 119
170 131 117
167 126 111
162 121 106
153 111 98
156 114 101
167 126 111
161 120 105
159 118 103
167 126 111
174 132 119
165 123 110
158 116 103
174 132 119
167 125 112
167 125 112
170 128 115
170 128 115
173 134 120
169 130 116
166 127 113
165 128 114
172 137 123
169 134 120
170 135 121
165 130 116
163 128 114
178 143 129
182 149 134
176 143 128
172 139 124
169 136 121
178 147 132
175 144 129
168 135 120
173 142 127
179 148 133
188 159 144
179 150 136
190 161 147
171 142 128
178 149 135
181 154 140
175 148 134
186 160 146
180 154 140
188 163 147
184 158 142
176 147 132
167 136 121
162 130 117
176 147 133
185 158 144
197 171 157
185 159 147
178 152 140
179 153 139
187 161 147
196 170 156
181 155 141
170 141 127
188 157 142
170 140 123
166 138 121
162 135 121
181 155 141
194 171 156
188 162 148
170 139 124
159 126 110
174 146 129
181 156 140
186 163 148
193 174 161
191 173 162
189 173 161
189 170 162
189 170 162
187 169 158
193 175 164
192 176 164
199 183 171
196 178 167
189 171 160
186 168 157
188 172 160
194 180 168
189 177 165
201 185 173
195 179 167
187 171 158
196 180 168
195 180 171
196 181 172
197 185 173
196 184 172
197 183 171
195 181 169
201 188 174
193 180 166
189 173 161
189 173 161
189 176 162
192 179 165
193 179 167
198 183 174
201 187 175
197 183 171
194 179 170
192 177 168
190 178 168
183 171 161
189 174 165
191 176 167
189 177 165
192 180 168
187 175 165
189 177 167
187 172 163
187 173 161
189 173 161
192 176 164
191 176 167
186 171 162
192 175 166
180 163 154
186 171 162
197 182 173
189 174 165
193 178 169
196 181 172
184 169 160
186 171 162
190 175 166
188 171 162
182 165 156
186 169 160
177 160 151
188 170 159
200 182 171
175 156 148
184 165 157
187 170 161
181 164 155
175 156 148
166 147 139
173 152 144
181 162 154
181 163 156
186 168 161
185 167 160
174 156 149
186 167 159
175 156 148
166 146 135
180 159 151
183 164 157
176 157 150
186 164 158
180 156 150
175 151 145
172 148 142
176 152 146
179 153 146
168 140 129
156 128 117
173 144 135
177 148 139
170 138 127
157 125 112
163 131 118
161 129 116
154 125 111
163 134 120
168 136 123
161 127 114
161 127 114
173 139 126
160 125 111
167 130 116
158 119 105
148 109 95
152 113 99
143 104 90
151 112 98
130 78 55
130 78 55
130 77 56
131 79 56
129 78 52
130 79 53
130 78 55
130 78 55
130 78 55
132 80 57
132 79 58
132 80 57
131 80 54
131 80 54
131 79 56
131 79 56
132 78 53
132 78 53
131 80 54
130 79 53
131 79 56
131 79 56
130 77 56
131 78 57
131 78 57
130 78 55
130 78 55
131 79 56
131 80 54
130 79 53
132 80 57
131 79 56
135 81 56
133 82 56
134 80 55
135 81 56
134 80 55
133 79 54
132 78 55
134 80 57
134 82 59
134 82 59
135 81 56
134 80 55
130 79 53
132 81 55
132 81 55
135 81 56
134 80 55
133 79 54
133 79 54
134 80 55
134 80 55
134 80 55
133 79 56
135 81 58
136 82 57
133 82 56
134 82 59
132 80 57
133 82 56
133 82 56
134 80 55
134 80 55
132 81 55
133 82 56
135 81 56
138 82 57
135 81 56
134 80 55
132 81 55
132 81 55
133 82 56
134 83 57
134 83 57
133 82 56
131 82 56
134 83 57
137 83 60
135 81 58
133 81 58
133 81 58
136 82 59
135 81 58
137 81 56
136 82 57
135 84 58
134 83 57
136 82 57
136 82 57
136 82 57
136 82 57
137 83 58
136 82 57
136 82 57
135 81 56
135 84 58
134 83 57
133 81 58
133 81 58
134 82 59
134 82 59
134 82 59
135 83 60
136 84 61
134 82 59
135 83 60
136 84 61
134 81 60
136 84 61
135 83 60
134 83 57
134 83 57
135 84 58
136 84 61
134 82 59
134 81 60
134 81 60
135 82 61
136 83 62
136 84 61
135 83 60
136 83 62
135 82 61
135 82 61
135 82 61
134 81 60
135 82 61
136 83 62
135 82 61
135 83 60
136 84 61
137 84 63
136 83 62
135 82 61
136 83 62
137 84 63
136 83 62
136 83 62
135 82 61
137 84 63
138 85 64
137 84 63
137 84 63
136 83 62
136 83 62
136 83 62
136 83 62
137 84 63
137 84 63
137 84 63
137 84 63
138 85 64
138 85 64
139 86 65
138 85 64
138 85 64
138 85 64
139 86 65
139 86 65
137 84 63
138 85 64
136 86 64
137 87 65
138 88 66
136 86 64
138 85 64
139 86 65
138 85 64
140 87 66
137 87 65
136 86 64
137 87 65
137 87 65
137 87 65
139 89 67
137 87 65
139 89 67
140 87 66
139 86 65
138 88 66
137 87 65
137 87 65
138 88 66
139 89 67
138 89 67
137 88 66
138 89 67
138 89 67
138 89 67
139 90 68
139 90 68
142 93 71
141 92 70
140 91 69
140 91 69
139 90 68
140 91 69
141 92 70
140 91 69
140 91 69
141 92 70
140 90 68
139 90 68
142 93 71
139 92 70
140 91 69
139 90 68
139 90 68
140 91 69
146 99 78
148 101 80
139 92 70
139 92 70
143 93 73
145 95 75
143 96 74
141 94 72
145 98 76
142 95 73
142 95 74
142 97 76
146 101 80
141 96 75
145 100 79
145 100 79
143 96 75
141 94 73
143 97 79
146 103 84
142 94 76
150 102 84
150 104 86
146 103 84
144 98 81
147 101 84
149 101 83
149 101 83
150 104 87
147 101 84
142 98 81
154 110 93
151 107 90
150 106 89
141 98 81
153 109 92
159 115 98
152 106 89
147 98 82
142 93 77
147 101 84
151 105 88
149 105 88
146 102 85
150 106 89
158 114 97
161 118 101
152 109 92
150 106 89
154 110 93
155 112 97
154 113 98
163 120 105
158 115 100
157 114 99
161 118 103
164 121 106
157 114 99
164 120 107
171 127 114
171 129 116
166 124 111
151 110 95
154 113 98
158 117 102
171 130 115
170 129 114
154 113 98
160 119 104
173 132 117
160 118 105
158 116 103
170 129 114
173 134 119
171 130 115
163 122 107
162 119 104
173 132 117
181 144 130
171 134 120
159 121 109
159 121 109
171 136 122
167 132 118
166 131 117
171 136 122
174 139 125
180 147 132
179 146 130
171 138 122
177 146 131
183 152 137
176 145 130
167 136 121
165 135 118
191 160 145
188 157 142
188 156 143
163 132 117
173 141 128
181 149 136
178 146 135
179 149 138
182 154 143
186 160 146
182 156 142
183 160 145
183 157 143
180 153 139
192 163 149
173 143 132
151 124 110
182 155 141
192 165 151
176 150 136
169 143 129
184 158 146
190 164 152
184 158 146
188 162 148
179 150 136
171 140 125
156 123 107
160 127 111
177 150 136
188 162 150
189 166 151
195 169 155
189 158 143
163 130 114
170 142 125
173 147 130
188 162 148
194 173 158
190 171 158
190 173 160
186 170 158
193 177 165
190 174 162
194 178 166
195 179 167
185 169 157
189 172 163
188 171 162
181 164 155
199 182 173
193 179 167
183 172 158
182 166 154
189 173 161
187 171 159
189 173 161
188 171 162
189 174 165
197 185 175
200 188 178
202 188 176
196 182 170
189 175 163
195 181 169
192 178 166
190 176 164
193 180 166
194 181 167
199 185 173
191 177 165
191 177 165
195 181 169
192 178 166
187 172 163
193 178 169
195 179 172
190 173 164
193 178 169
195 183 171
192 183 170
189 177 167
193 181 171
195 180 171
186 171 162
186 171 162
187 172 163
184 170 158
190 175 166
198 183 174
183 168 159
177 162 153
188 174 162
191 176 167
184 169 160
188 175 167
190 177 169
189 176 168
194 179 170
188 171 162
182 166 154
187 170 161
194 177 168
170 153 144
181 164 155
195 176 168
180 161 153
190 172 165
189 171 164
184 166 159
178 160 153
173 154 146
170 151 143
178 160 153
177 159 152
189 170 163
183 164 157
177 160 151
189 171 160
180 161 153
171 152 144
183 164 157
182 163 156
175 156 149
193 171 165
178 156 150
170 148 142
165 143 137
180 158 152
180 155 145
172 145 135
166 137 128
167 138 129
179 149 138
169 140 126
163 134 120
158 129 115
159 129 118
160 130 119
166 136 125
165 133 122
156 122 109
161 127 114
169 134 121
165 128 114
163 126 112
158 122 106
162 125 111
152 115 101
157 119 107
131 79 56
130 78 55
130 78 55
129 77 54
129 78 52
130 79 53
130 78 55
129 77 54
130 78 55
129 77 54
130 77 56
130 78 55
132 80 57
130 79 53
130 78 55
131 79 56
131 77 52
132 78 53
131 80 54
130 79 53
131 79 56
131 79 56
131 78 57
130 77 56
130 77 56
131 79 56
130 78 55
130 78 55
130 79 53
133 82 56
131 79 56
131 79 56
131 80 54
131 80 54
131 80 54
131 80 54
133 79 54
134 80 55
136 82 59
135 81 58
132 80 57
131 79 56
134 80 55
134 80 55
132 81 55
133 82 56
132 81 55
132 81 55
133 79 54
133 79 54
133 79 54
133 79 54
133 79 54
134 80 55
135 81 58
133 79 56
131 80 54
132 81 55
133 81 58
131 79 56
132 81 55
132 81 55
135 81 56
133 82 56
133 82 56
133 82 56
133 79 54
132 78 53
133 79 54
134 80 55
131 80 54
133 82 56
133 82 56
133 82 56
132 81 55
133 82 56
130 81 55
133 81 58
133 81 58
136 81 60
134 82 59
132 80 57
136 82 59
136 82 59
136 80 55
134 80 55
134 80 55
132 81 55
134 80 55
135 81 56
135 81 56
136 82 57
136 82 57
136 82 57
135 81 56
135 81 56
134 83 57
134 83 57
133 81 58
134 82 59
136 84 61
135 83 60
135 83 60
134 82 59
135 83 60
133 81 58
135 83 60
137 85 62
135 82 61
135 83 60
134 82 59
134 83 57
135 84 58
135 84 58
134 82 59
133 81 58
134 81 60
135 82 61
135 82 61
135 82 61
134 82 59
134 82 59
136 83 62
137 84 63
135 82 61
134 81 60
135 82 61
137 84 63
136 83 62
135 82 61
135 82 61
135 83 60
134 81 60
135 82 61
135 82 61
135 82 61
135 82 61
137 84 63
135 82 61
136 83 62
137 84 63
136 83 62
136 83 62
136 83 62
136 83 62
135 82 61
135 82 61
137 84 63
138 85 64
136 83 62
137 84 63
137 84 63
137 84 63
137 84 63
138 85 64
137 84 63
137 84 63
139 86 65
138 85 64
139 86 65
138 85 64
139 86 65
139 86 65
136 86 64
136 86 64
136 86 64
139 86 65
137 84 63
138 85 64
140 87 66
137 87 65
136 86 64
137 87 65
136 86 64
136 86 64
139 89 67
139 89 67
138 88 66
139 86 65
138 88 66
138 88 66
137 87 65
139 89 67
142 92 70
136 87 65
138 89 67
138 89 67
137 88 66
138 89 67
138 89 67
139 90 68
140 91 69
141 92 70
139 90 68
141 92 70
139 90 68
137 88 66
141 92 70
140 91 69
138 89 67
143 94 72
140 91 69
140 91 69
141 92 70
139 92 70
139 92 70
142 93 71
140 91 69
142 93 71
144 95 73
140 93 72
140 93 72
139 92 70
142 95 73
141 92 70
143 94 72
142 95 73
144 97 75
141 94 72
142 95 73
145 100 79
144 99 78
144 99 78
138 93 72
142 99 78
147 102 81
146 99 78
142 95 74
144 98 80
145 99 81
142 94 76
147 99 81
143 97 79
147 101 83
149 103 86
145 99 82
150 102 84
149 101 83
149 103 86
149 103 86
143 97 80
147 103 86
145 101 84
155 111 94
146 103 86
149 106 89
152 107 93
146 100 83
153 107 90
147 101 84
146 100 83
154 108 91
153 109 92
155 111 94
145 101 84
159 115 98
151 108 91
145 102 85
151 107 90
158 115 98
165 122 107
163 120 105
158 115 100
152 109 94
153 110 95
160 117 102
160 117 102
164 121 106
164 120 107
166 122 109
164 122 109
155 113 100
155 112 97
166 123 108
164 123 108
167 126 111
168 127 112
153 112 97
158 119 104
165 124 109
165 123 110
166 124 111
160 119 104
161 120 105
173 132 117
166 125 110
164 121 106
169 128 113
172 135 121
166 129 115
166 128 116
158 120 108
160 125 111
169 134 120
174 139 125
182 147 133
172 139 124
177 144 129
170 137 122
182 149 133
182 151 136
166 135 120
172 141 126
178 147 132
184 154 137
185 155 138
177 146 131
173 141 128
162 131 116
187 156 141
191 157 144
175 143 132
187 157 146
183 155 144
181 154 140
187 161 147
184 158 144
183 157 143
177 151 139
185 157 146
195 167 156
192 164 153
173 146 132
170 143 129
186 160 146
182 156 142
186 160 146
192 166 152
186 160 148
184 157 143
182 155 141
175 146 131
147 114 98
158 125 109
205 176 162
186 159 145
178 152 138
178 151 137
184 153 138
142 111 96
175 145 128
181 155 138
180 157 142
181 162 149
189 170 157
196 179 166
193 177 165
191 175 163
195 179 167
186 170 158
182 166 154
189 173 161
193 177 165
191 174 165
196 179 170
205 188 179
197 183 171
190 177 163
185 171 159
190 174 162
194 178 166
197 181 169
197 180 171
193 178 169
194 179 170
195 183 171
194 180 168
189 175 163
185 171 159
190 176 164
198 183 174
190 176 164
191 179 167
193 182 168
191 177 165
191 177 165
188 174 162
189 175 163
190 176 164
195 180 171
188 172 165
194 178 171
195 180 171
191 176 167
190 178 166
194 185 172
198 186 176
190 178 168
188 176 166
194 182 172
199 184 175
191 176 167
190 175 166
193 178 169
193 177 170
196 180 173
192 177 168
186 172 160
190 175 166
190 175 166
183 170 162
185 172 164
177 164 156
178 162 155
188 173 164
190 174 162
177 160 151
187 170 161
199 182 173
175 158 149
168 149 141
185 166 158
184 166 159
187 169 162
177 159 152
186 168 161
182 163 155
177 158 150
183 165 158
177 159 152
165 146 139
187 168 160
185 168 159
167 150 141
175 156 148
188 169 161
176 158 151
182 164 157
174 155 148
180 161 154
179 157 151
191 169 163
182 162 157
174 152 146
193 170 162
171 145 138
166 139 129
178 151 141
167 138 129
166 138 127
163 135 124
173 143 132
173 142 133
160 129 120
167 136 127
171 139 128
166 134 123
156 122 109
161 126 113
157 120 106
157 122 108
154 120 104
157 122 108
159 122 108
159 121 109
130 79 53
130 79 53
129 78 52
130 79 53
129 78 52
129 78 52
129 77 54
129 77 54
129 77 54
130 78 55
131 78 57
129 77 54
129 77 54
130 79 53
130 78 55
130 78 55
131 79 56
132 80 57
130 79 53
129 78 52
128 78 55
128 78 55
131 79 56
131 79 56
132 80 57
131 79 56
131 77 54
132 78 53
131 80 54
130 79 53
130 79 53
129 78 52
133 79 54
133 79 54
132 81 55
132 81 55
134 80 55
134 80 55
136 79 57
134 80 57
132 80 57
133 81 58
134 80 57
133 79 56
134 80 57
133 79 56
133 79 54
134 80 55
132 81 55
133 79 54
133 79 54
133 79 54
135 81 58
132 80 57
134 79 58
134 80 57
134 80 55
132 78 53
131 79 56
132 80 57
132 80 57
133 81 58
133 82 56
131 80 54
132 82 54
132 82 54
132 81 55
134 80 55
134 80 55
134 80 55
134 81 54
135 82 55
134 83 57
133 82 56
133 81 58
133 81 58
134 82 59
133 81 58
133 81 58
133 81 58
132 79 58
134 81 60
132 79 58
133 81 58
134 80 55
134 80 55
135 81 58
136 82 59
133 81 58
133 81 58
134 83 57
133 82 56
134 83 57
134 83 57
133 82 56
134 83 57
135 84 58
134 83 57
134 83 57
134 82 59
133 81 58
134 81 60
134 82 59
133 81 58
134 82 59
133 81 58
134 82 59
135 83 60
134 82 59
133 81 58
133 81 58
133 81 58
133 81 58
134 82 59
132 80 57
135 83 60
134 81 60
135 82 61
135 82 61
136 83 62
135 83 60
133 81 58
133 80 59
134 81 60
135 83 60
134 82 59
134 81 60
135 82 61
133 80 60
135 82 61
134 81 60
135 82 61
136 83 62
135 82 61
134 82 59
134 82 59
135 83 60
136 84 61
135 82 61
135 82 61
137 84 63
135 82 61
135 82 61
135 82 61
137 84 63
138 85 64
136 83 62
137 84 63
137 84 63
135 82 61
136 83 62
136 83 62
137 84 63
137 84 63
137 84 63
137 84 63
137 85 62
136 84 61
137 87 65
137 87 65
135 85 63
138 85 64
139 86 65
139 86 65
138 88 66
137 87 65
136 86 64
135 85 63
137 87 65
137 87 65
136 86 64
138 88 66
137 87 65
136 86 64
135 85 63
137 87 65
138 88 66
136 86 64
136 86 64
137 87 65
136 86 64
137 88 66
138 88 66
138 88 66
137 87 65
138 88 66
137 87 65
139 89 67
138 89 67
140 91 69
139 90 68
137 88 66
139 90 68
140 91 69
138 89 67
139 90 68
137 88 66
141 92 70
139 89 67
140 91 69
142 93 71
140 91 69
141 92 70
139 90 68
137 90 68
140 93 71
141 92 70
142 93 71
144 95 73
143 94 72
141 92 70
140 91 69
145 96 74
143 94 72
139 90 68
140 92 68
145 99 75
140 96 73
139 95 72
143 98 77
144 99 78
143 98 77
144 98 80
147 101 83
147 104 83
145 100 79
141 94 72
139 92 70
144 99 78
141 96 75
147 100 79
144 96 78
142 94 76
148 102 85
145 99 82
151 105 88
149 103 85
146 100 82
153 105 87
150 102 84
144 96 78
145 99 81
147 103 86
156 112 95
155 111 94
146 102 85
147 101 84
144 98 81
159 113 96
147 104 85
146 103 84
161 118 99
154 110 93
148 104 87
144 97 83
150 103 89
151 107 90
150 107 90
152 109 92
160 117 100
162 119 104
159 116 101
151 107 90
149 105 88
163 120 105
166 123 108
159 116 101
159 116 101
157 116 101
158 117 102
159 118 103
163 122 107
162 118 105
160 116 103
163 120 105
158 117 102
160 118 105
163 121 108
158 117 102
161 120 105
164 122 109
166 124 111
171 130 115
162 119 102
167 124 109
168 125 110
159 118 103
164 123 108
160 121 106
159 123 107
158 121 107
168 131 117
169 134 120
168 135 120
177 143 127
174 139 125
170 135 121
170 137 122
169 136 121
173 142 127
167 137 120
176 145 130
190 161 146
179 150 135
168 138 121
177 144 128
173 142 127
172 141 126
183 152 137
189 158 143
179 148 133
172 143 129
183 156 142
177 150 136
180 153 139
182 155 141
178 152 138
183 157 143
183 157 145
187 161 149
192 165 155
183 157 145
173 147 133
179 153 139
171 145 129
176 150 134
190 164 148
188 162 146
184 157 143
177 150 136
175 148 134
190 163 149
159 130 115
176 145 130
168 137 122
157 126 111
168 142 126
164 138 122
194 162 149
161 130 115
169 139 122
184 155 140
179 157 145
192 174 163
191 173 162
187 169 158
189 170 162
192 173 165
195 177 166
188 170 159
176 159 146
188 171 158
196 180 167
200 184 172
200 184 172
194 178 166
185 171 159
193 179 167
194 179 170
187 172 163
194 177 168
193 176 167
181 164 155
185 170 161
190 176 164
190 178 166
187 173 161
190 175 166
196 184 174
196 184 174
191 178 170
193 181 171
193 184 171
188 179 166
188 176 164
185 173 161
189 174 165
189 174 165
192 180 170
191 178 170
196 183 175
199 186 178
195 183 173
190 178 168
188 176 166
186 174 164
193 178 169
194 182 172
191 179 169
184 174 164
192 179 171
191 178 170
183 171 161
187 175 165
194 181 173
188 172 165
185 170 161
190 173 164
185 169 162
195 179 172
188 175 167
193 180 172
191 175 168
170 154 147
174 159 150
183 168 159
188 170 163
170 152 145
194 177 168
187 170 161
172 154 147
178 160 153
183 164 157
174 155 148
178 159 152
186 167 160
178 160 153
179 161 154
178 158 153
188 169 162
179 157 151
186 167 159
189 171 164
191 173 166
172 153 146
172 153 146
181 162 155
186 167 160
180 162 155
176 158 151
181 161 156
173 153 148
188 169 162
178 159 152
173 151 145
181 157 151
174 151 143
182 157 147
173 146 136
170 143 133
160 133 123
168 139 130
192 161 152
161 130 121
152 120 109
168 136 125
167 135 124
167 133 120
164 129 116
154 117 103
153 118 104
150 115 101
153 118 104
154 119 105
143 106 92
129 78 52
129 78 52
130 79 53
129 78 52
130 79 53
129 78 52
130 78 55
130 78 55
129 77 54
129 77 54
129 76 55
129 77 54
129 77 54
130 79 53
130 78 55
129 77 54
130 78 55
130 78 55
129 78 52
128 77 51
129 79 56
127 77 54
129 77 54
130 78 55
131 79 56
130 78 55
132 78 53
133 79 54
130 79 53
131 80 54
133 82 56
132 81 55
134 80 55
131 77 52
131 80 54
131 80 54
133 79 54
133 79 54
135 78 56
135 81 58
132 80 57
131 79 56
131 79 56
133 79 56
134 80 57
134 80 57
135 81 56
133 79 54
130 79 53
133 79 54
133 79 54
134 80 55
132 80 57
132 80 57
133 78 57
134 80 57
133 79 54
133 79 54
131 79 56
133 81 58
132 80 57
132 80 57
131 80 54
131 80 54
131 80 54
132 81 55
132 81 55
133 82 56
134 80 55
134 80 55
135 82 55
134 81 54
130 79 53
132 81 55
135 83 60
134 82 59
134 82 59
134 82 59
132 80 57
133 81 58
133 80 59
132 79 58
132 79 58
133 81 58
134 80 55
133 79 54
135 81 58
134 79 58
131 79 56
133 81 58
133 82 56
133 82 56
133 82 56
133 82 56
135 84 58
133 82 56
133 82 56
133 82 56
132 81 55
134 83 57
133 81 58
134 81 60
133 81 58
133 81 58
135 83 60
135 83 60
134 82 59
134 82 59
133 81 58
134 82 59
133 80 59
133 80 59
134 82 59
135 83 60
134 82 59
134 82 59
133 81 58
133 80 59
133 80 59
134 81 60
134 82 59
133 81 58
135 82 61
134 81 60
135 83 60
134 82 59
134 81 60
135 82 61
135 82 62
135 82 62
134 81 60
135 82 61
135 82 61
135 82 61
137 85 62
136 84 61
136 84 61
136 84 61
134 81 60
136 83 62
135 82 61
136 83 62
135 82 61
135 82 61
137 84 63
136 83 62
135 82 61
134 81 60
135 82 61
136 83 62
137 84 63
136 83 62
136 83 62
134 81 60
136 83 62
138 85 64
137 85 62
137 85 62
136 86 64
136 86 64
137 87 65
136 86 64
137 84 63
138 85 64
138 88 66
135 85 63
135 85 63
137 87 65
136 86 64
137 87 65
135 85 63
137 87 65
138 88 66
137 87 65
134 84 62
136 86 64
139 89 67
137 87 65
138 88 66
136 86 64
134 85 63
135 86 64
137 87 65
137 87 65
138 88 66
137 87 65
138 88 66
139 89 67
138 89 67
138 89 67
138 89 67
138 89 67
137 88 66
138 89 67
137 88 66
139 90 68
138 89 67
140 91 69
141 91 69
139 89 67
139 90 68
141 92 70
140 91 69
141 92 70
142 95 73
139 92 70
140 91 69
141 92 70
142 93 71
142 93 71
138 89 67
142 93 71
145 96 74
144 95 73
138 90 66
139 93 69
141 97 73
139 95 72
139 94 73
142 97 76
141 96 75
142 97 76
142 96 78
143 97 79
143 98 77
142 97 76
139 92 70
143 96 74
144 97 76
144 97 76
147 100 79
140 92 74
145 96 80
153 104 88
151 102 86
146 100 83
139 93 75
152 106 88
155 107 89
143 95 77
141 93 75
147 101 83
151 107 90
162 118 101
151 107 90
143 99 82
145 99 82
157 111 94
154 111 92
142 99 80
152 106 88
154 108 90
149 103 86
150 104 87
146 99 85
154 107 93
159 115 98
157 114 97
157 114 97
151 108 91
151 108 93
161 118 103
155 111 94
155 111 94
174 131 116
164 121 106
154 111 96
154 111 96
156 115 100
161 120 105
168 127 112
165 124 109
160 116 103
160 116 103
167 124 109
151 108 93
159 117 104
172 130 117
164 123 108
157 116 101
164 122 109
169 128 113
168 125 110
167 124 107
165 122 107
156 113 98
162 121 106
175 134 119
162 123 108
162 126 110
161 124 110
171 136 122
175 142 127
170 137 122
173 139 123
169 134 120
167 133 120
172 138 125
167 135 122
175 144 129
181 151 134
175 145 128
181 152 137
176 147 132
164 133 118
176 146 129
178 147 132
185 154 139
174 143 128
169 138 123
176 145 130
188 159 144
186 159 145
178 151 137
178 151 137
172 145 131
179 153 139
186 160 146
189 163 151
184 158 146
175 148 138
174 148 136
181 155 141
195 169 155
185 158 144
163 136 122
172 146 130
180 154 138
179 153 137
173 147 131
190 164 150
190 164 150
167 141 127
183 154 139
158 125 109
148 115 99
166 137 122
189 163 147
172 143 129
186 157 143
151 120 105
176 147 132
195 173 161
204 186 175
186 168 157
178 160 149
191 172 164
190 171 163
188 170 159
188 170 159
172 155 142
191 174 161
193 177 164
192 176 163
192 176 164
185 169 157
185 171 159
194 180 168
188 176 166
191 179 169
192 177 168
193 176 167
190 175 166
195 180 171
192 180 168
191 179 167
193 178 169
199 184 175
198 186 176
193 181 171
186 173 165
191 181 171
192 183 173
198 190 177
201 192 179
196 184 172
188 176 166
192 180 170
193 182 174
191 180 172
188 177 169
188 177 169
188 178 168
181 171 161
192 180 170
193 181 171
189 174 165
189 177 167
189 179 169
192 181 173
189 177 171
191 179 173
194 181 173
184 171 163
186 173 165
192 179 171
190 175 166
180 165 156
191 175 168
188 175 167
189 176 168
190 177 169
193 177 170
191 175 168
183 168 159
186 171 162
197 179 172
178 160 153
183 166 157
189 172 163
176 158 151
180 162 155
186 168 161
168 150 143
167 148 141
189 170 163
182 163 156
181 162 155
186 166 161
165 146 139
174 153 145
174 153 145
174 155 148
183 164 159
180 161 154
174 155 148
169 150 143
174 155 148
190 171 164
178 159 152
184 164 159
179 159 154
169 150 143
184 165 158
185 163 158
177 155 149
168 146 140
176 153 145
169 143 136
171 143 136
180 153 143
167 140 130
178 149 140
166 137 128
159 129 118
170 138 127
166 136 125
156 124 113
158 123 110
153 118 104
153 118 104
160 125 111
167 134 119
154 119 105
146 107 93
130 79 53
129 78 52
129 78 52
129 78 52
130 79 53
130 79 53
129 77 54
129 76 55
129 76 55
130 77 56
130 78 55
129 77 54
129 77 54
129 77 54
130 78 55
130 78 55
129 77 54
132 80 57
130 79 53
129 78 52
128 76 53
129 77 54
129 76 55
130 77 56
130 78 55
130 78 55
129 78 52
127 76 50
129 78 52
130 79 53
130 78 55
130 78 55
132 81 55
131 80 54
132 81 55
132 81 55
134 80 55
133 79 54
132 78 55
133 79 56
131 79 56
132 80 57
132 80 57
131 79 56
131 79 56
131 79 56
132 81 55
132 81 55
133 79 54
134 80 55
132 78 53
132 78 53
131 79 56
131 79 56
132 80 57
132 80 57
132 81 55
132 81 55
133 81 58
132 80 57
131 80 54
130 79 53
131 80 54
131 80 54
131 80 54
132 80 57
131 79 56
131 79 56
131 80 54
131 80 54
130 79 53
131 80 54
131 80 54
132 81 55
132 80 57
132 80 57
132 81 55
132 81 55
132 80 57
133 81 58
132 80 57
132 80 57
131 81 58
130 80 57
131 80 54
132 81 55
134 80 57
134 80 57
132 80 57
133 81 58
132 81 55
132 81 55
132 82 54
133 83 55
133 82 56
134 83 57
132 81 55
133 82 56
132 81 55
133 82 56
133 81 58
133 81 58
134 81 60
132 79 58
134 82 59
133 81 58
134 82 59
135 83 60
134 82 59
133 81 58
134 81 60
132 79 58
132 80 57
133 81 58
134 82 59
134 82 59
133 81 58
134 82 59
133 81 58
133 81 58
133 81 58
134 82 59
134 82 59
134 82 59
134 82 59
135 83 60
134 81 60
136 83 62
135 82 61
133 80 59
134 81 60
135 82 61
135 83 60
135 83 60
134 82 59
134 82 59
134 82 59
135 83 60
135 82 61
135 82 61
135 82 61
133 80 59
135 82 61
134 81 60
136 83 62
135 82 61
135 82 61
137 84 63
138 85 64
135 82 61
135 82 61
136 83 62
137 84 63
136 83 62
136 83 62
136 83 62
136 83 62
139 86 65
135 85 63
134 85 63
138 88 66
134 84 62
135 85 63
137 87 65
137 87 65
137 87 65
137 84 63
137 84 63
138 85 64
139 86 65
136 83 62
135 85 63
139 89 67
136 87 65
135 85 63
135 85 63
135 86 64
137 88 66
138 88 66
136 86 64
136 86 64
137 87 65
136 86 64
136 86 64
136 86 64
138 88 66
138 88 66
136 86 64
137 88 66
135 88 66
139 90 68
138 89 67
137 88 66
140 91 69
138 88 66
141 91 69
139 90 68
135 86 64
140 90 68
138 88 66
138 89 67
141 92 70
141 92 70
141 92 70
142 95 73
137 90 68
140 91 69
139 90 68
144 95 73
144 95 73
139 90 68
144 95 73
144 94 72
140 91 69
138 89 67
141 94 72
139 95 72
141 97 74
140 97 76
146 101 80
141 97 74
141 94 72
141 94 73
141 94 73
141 94 73
141 94 73
141 94 73
145 98 77
145 98 76
147 100 79
143 96 75
145 97 79
147 98 82
156 107 91
146 98 80
141 93 75
143 97 79
153 107 89
149 103 85
144 98 80
143 97 79
150 107 88
150 106 89
152 108 91
147 103 86
147 103 86
145 102 83
153 110 91
155 111 94
151 105 88
149 101 83
145 97 79
145 97 79
152 106 89
151 105 88
156 112 95
156 113 96
157 114 97
150 107 90
145 102 85
152 111 96
156 113 98
155 112 97
156 113 98
161 118 103
153 110 95
156 113 98
161 118 103
154 113 98
169 128 113
166 123 108
158 115 100
170 127 112
160 117 102
154 111 96
153 112 97
157 118 104
176 137 123
173 132 117
154 113 98
168 125 110
175 132 117
163 122 107
164 123 108
155 112 97
166 123 108
166 125 110
166 127 112
153 117 101
162 128 112
174 139 125
164 129 115
176 143 128
171 138 123
164 129 115
164 131 116
162 130 119
183 153 142
189 157 144
173 140 125
177 144 128
170 137 121
172 141 126
182 151 136
177 146 131
179 148 133
180 148 135
179 150 136
176 147 132
180 151 136
178 149 135
194 165 151
176 149 135
173 146 132
185 158 144
187 161 147
184 158 146
184 158 146
182 156 144
187 161 149
187 161 149
183 157 145
181 154 140
189 162 148
182 156 144
170 142 131
